id_emprestimo,id_usuario,id_livro,data_emprestimo,data_devolucao
1477,3089,3824,2025-08-10,2025-08-16
1478,9515,1880,2026-05-07,2026-05-31
1479,8435,1739,2026-01-10,2026-02-09
1480,1630,1188,2025-08-17,2025-09-03
1481,5384,987,2025-08-16,2025-09-02
1482,1108,1099,2025-12-03,2025-12-17
1483,4437,626,2026-02-26,2026-03-13
1484,1566,4037,2025-08-17,2025-08-26
1485,3765,4104,2026-01-13,2026-01-22
1486,1162,4117,2025-07-29,2025-08-19
1487,5947,2195,2026-04-23,
1488,4584,128,2025-11-22,2025-12-01
1489,450,964,2026-03-21,
1490,4296,197,2026-02-12,2026-03-09
1491,2457,2217,2026-04-03,2026-04-13
1492,8496,942,2025-09-18,2025-10-10
1493,3682,1823,2026-01-21,2026-02-02
1494,9140,1139,2026-04-06,2026-04-27
1495,1989,2052,2025-07-22,2025-08-20
1496,9182,399,2025-10-13,2025-10-28
1497,9206,4524,2025-09-03,2025-09-30
1498,6136,447,2025-12-16,
1499,1153,2396,2026-03-01,2026-03-08
1500,4834,3834,2025-12-26,2026-01-02
1501,8268,2391,2025-11-03,2025-11-14
1502,5194,4145,2026-05-12,2026-06-02
1503,4230,2687,2025-11-21,2025-11-23
1504,6929,88,2026-04-23,2026-05-21
1505,4808,2289,2026-02-22,2026-03-06
1506,2693,721,2025-12-14,2025-12-23
1507,7463,3078,2025-07-22,
1508,8843,4221,2026-05-08,2026-05-13
1509,4698,975,2025-10-08,2025-11-07
1510,4735,839,2026-06-05,
1511,5523,1801,2025-10-20,2025-10-27
1512,5340,787,2026-03-09,2026-03-19
1513,4127,4778,2025-08-20,2025-09-19
1514,5571,2656,2025-08-14,2025-08-27
1515,1864,4933,2025-11-19,2025-11-26
1516,4176,1774,2026-03-21,
1517,2734,1521,2026-04-09,
1518,6588,3745,2025-10-04,2025-10-07
1519,6484,2492,2025-11-18,2025-11-26
1520,1250,3610,2026-03-30,2026-04-03
1521,6970,67,2026-01-10,2026-02-08
1522,4568,2369,2025-11-14,2025-12-03
1523,6271,3416,2025-10-31,2025-11-01
1524,125,2296,2026-05-16,2026-06-09
1525,3076,4096,2025-08-28,2025-09-19
1526,6476,485,2025-11-29,2025-12-04
1527,6417,689,2025-09-28,
1528,5530,3734,2025-09-06,
1529,3261,108,2025-10-15,
1530,751,2829,2025-07-27,2025-08-05
1531,5863,158,2025-10-02,2025-10-21
1532,7868,1347,2026-01-19,2026-01-29
1533,164,4641,2026-05-03,
1534,9746,4404,2026-04-18,2026-04-22
1535,4056,1939,2025-06-20,2025-07-07
1536,8765,2700,2026-05-31,2026-06-07
1537,2321,376,2026-05-27,
1538,307,451,2025-11-11,2025-12-05
1539,9313,2656,2026-05-19,
1540,8220,274,2025-07-28,
1541,5336,1844,2026-03-06,2026-03-15
1542,6078,1675,2025-07-01,2025-07-25
1543,7907,4666,2025-06-20,2025-07-13
1544,2814,3194,2025-11-08,2025-12-05
1545,9042,4311,2026-06-06,2026-06-07
1546,5297,2254,2025-12-22,2025-12-31
1547,2570,2797,2026-03-24,2026-04-15
1548,5551,221,2026-04-16,2026-05-01
1549,6236,3646,2026-01-05,2026-01-06
1550,1767,2044,2025-10-01,2025-10-02
1551,1511,179,2026-01-10,2026-02-01
1552,2841,2668,2026-03-10,
1553,10237,961,2025-10-12,
1554,2589,2806,2026-02-15,2026-02-28
1555,9273,3297,2026-01-09,2026-01-15
1556,3674,1439,2026-05-01,2026-05-30
1557,5143,3024,2025-09-06,2025-09-22
1558,286,1899,2025-08-04,
1559,563,4325,2026-03-26,2026-04-16
1560,2714,1518,2025-10-21,2025-10-28
1561,1586,521,2026-02-14,2026-03-12
1562,2321,3008,2026-05-02,
1563,314,1286,2026-04-30,
1564,4505,1394,2025-07-04,2025-08-01
1565,5071,3113,2026-05-13,
1566,2258,3640,2025-09-28,2025-10-22
1567,10358,2463,2026-03-05,2026-03-29
1568,4224,845,2026-03-01,2026-03-27
1569,900,853,2025-11-23,2025-11-27
1570,4673,3675,2025-10-20,2025-11-09
1571,1328,3879,2025-08-15,2025-08-31
1572,2764,976,2025-08-20,2025-09-01
1573,9750,1559,2025-12-19,2026-01-15
1574,7043,2077,2025-08-16,2025-09-12
1575,581,2701,2025-10-06,2025-10-14
1576,131,4457,2026-04-30,2026-05-06
1577,402,972,2026-01-23,2026-02-15
1578,9468,3052,2026-04-08,2026-04-24
1579,9011,936,2025-10-30,2025-11-03
1580,2089,1856,2026-02-24,2026-03-14
1581,6750,3495,2026-04-14,2026-05-02
1582,8540,555,2026-06-05,2026-06-27
1583,1889,1692,2025-08-04,
1584,792,2332,2025-07-24,2025-07-25
1585,8867,3845,2026-05-28,
1586,2655,2003,2025-10-27,2025-11-15
1587,7766,485,2026-03-24,2026-04-16
1588,8598,3263,2026-03-11,2026-03-21
1589,2970,4629,2026-03-22,2026-03-29
1590,579,2310,2025-07-24,2025-08-14
1591,919,1872,2025-06-17,2025-07-05
1592,2196,3861,2026-02-14,2026-02-19
1593,3167,3238,2025-06-17,2025-07-13
1594,6803,2063,2026-03-31,
1595,2227,2345,2025-08-18,2025-08-24
1596,7919,4278,2025-11-29,2025-12-19
1597,4516,1899,2025-08-26,2025-09-01
1598,4350,3469,2025-11-02,2025-12-02
1599,4839,3512,2026-03-26,2026-03-28
1600,7777,2324,2026-03-28,2026-04-13
1601,5607,2993,2025-09-27,
1602,7395,4177,2026-02-15,2026-02-26
1603,4090,1795,2026-03-05,2026-03-25
1604,7693,2682,2026-04-11,2026-04-21
1605,799,4050,2026-01-17,2026-01-29
1606,7093,3666,2025-06-21,2025-07-12
1607,3962,2585,2025-11-27,2025-12-13
1608,9587,3715,2026-05-14,2026-06-07
1609,4823,3003,2025-11-20,2025-11-25
1610,1980,4950,2025-10-15,
1611,7852,2186,2026-05-13,2026-05-31
1612,2537,730,2025-07-01,2025-07-03
1613,1457,4688,2025-11-11,2025-11-23
1614,3671,4259,2026-02-02,2026-02-16
1615,5833,1063,2026-03-26,
1616,9948,3439,2026-03-18,2026-04-02
1617,5153,3174,2025-07-07,2025-07-24
1618,2760,2629,2026-05-08,2026-06-03
1619,6234,2777,2026-04-11,2026-04-19
1620,8980,4093,2025-12-01,2025-12-27
1621,1819,3757,2025-08-23,2025-09-02
1622,1997,4998,2025-12-07,
1623,7886,4627,2026-05-20,2026-05-24
1624,8099,2602,2025-07-01,2025-07-11
1625,3426,643,2026-01-20,
1626,9477,1605,2026-01-23,2026-02-20
1627,5217,579,2026-02-20,2026-03-04
1628,2349,461,2025-11-13,2025-11-21
1629,10032,1414,2025-06-17,2025-06-25
1630,4227,4634,2025-06-26,2025-07-04
1631,8779,3307,2026-03-28,2026-04-14
1632,2255,4037,2025-08-08,2025-08-20
1633,4978,4629,2025-12-19,2026-01-18
1634,5079,632,2026-04-20,2026-05-08
1635,7965,33,2026-05-31,2026-06-17
1636,856,750,2026-05-25,2026-06-09
1637,9760,4428,2026-03-15,
1638,4277,1811,2025-06-25,2025-07-15
1639,2105,1164,2025-09-03,2025-09-14
1640,9848,2915,2025-11-23,2025-12-17
1641,4854,4929,2025-09-28,
1642,9454,3197,2026-06-13,2026-07-12
1643,3236,3881,2026-01-30,2026-02-08
1644,8005,2609,2025-10-09,2025-10-26
1645,2467,3479,2025-11-09,2025-11-20
1646,8504,1088,2025-06-29,2025-07-18
1647,1917,689,2025-10-31,2025-11-16
1648,2865,4271,2026-02-14,2026-03-06
1649,3245,3646,2026-01-29,
1650,9654,2244,2025-07-16,
1651,5256,4772,2025-11-17,2025-12-07
1652,7046,3318,2025-12-30,2026-01-06
1653,7853,2700,2025-08-06,2025-09-04
1654,2850,2214,2025-07-18,2025-07-27
1655,9420,4856,2026-02-03,
1656,8922,101,2025-09-28,2025-10-22
1657,6539,3541,2025-08-28,2025-09-17
1658,6372,2288,2026-01-08,2026-01-30
1659,1721,1978,2025-07-17,2025-08-15
1660,7222,1817,2025-07-14,2025-08-13
1661,7159,31,2026-03-20,
1662,7909,3106,2026-04-03,2026-04-28
1663,9892,4365,2026-05-11,2026-05-21
1664,3719,2350,2025-08-18,2025-08-31
1665,4732,3273,2026-01-19,2026-01-21
1666,79,853,2026-04-20,2026-05-17
1667,6802,2015,2025-12-05,2025-12-07
1668,88,482,2025-08-23,2025-09-01
1669,1078,3102,2026-01-04,2026-01-23
1670,2626,3527,2026-01-08,2026-01-29
1671,4104,3532,2025-09-11,2025-09-27
1672,2532,304,2025-07-08,2025-07-19
1673,4129,4004,2025-09-07,2025-10-06
1674,8613,4577,2026-01-15,2026-02-08
1675,7238,3514,2026-01-05,
1676,9253,3957,2026-03-31,2026-04-28
1677,7135,3250,2025-10-23,2025-10-26
1678,1828,3070,2025-08-10,2025-08-31
1679,9397,3643,2025-09-22,2025-09-23
1680,4505,1201,2025-08-09,2025-08-24
1681,6784,3699,2025-10-31,2025-11-14
1682,3800,2161,2025-12-14,2025-12-30
1683,5401,3465,2025-08-21,2025-09-17
1684,9571,1173,2026-01-21,2026-01-26
1685,8162,3480,2026-04-25,
1686,1983,3429,2025-07-29,2025-08-03
1687,2451,3631,2026-02-11,2026-02-28
1688,6879,4831,2025-09-16,2025-10-03
1689,8229,407,2025-10-10,2025-11-08
1690,4063,2837,2026-04-21,2026-05-01
1691,9535,3679,2025-11-21,2025-12-12
1692,4836,1046,2026-06-10,2026-07-05
1693,2586,363,2026-02-03,2026-03-01
1694,6953,3879,2025-10-27,2025-11-04
1695,4526,121,2026-03-30,2026-04-17
1696,6821,3677,2025-09-15,
1697,2961,4335,2026-02-03,2026-02-09
1698,7561,854,2026-05-06,2026-05-11
1699,3400,561,2025-12-19,2026-01-05
1700,1159,1180,2025-09-05,2025-09-23
1701,1003,350,2026-05-27,2026-06-25
1702,4612,1456,2025-12-25,2026-01-10
1703,1092,3378,2026-02-01,
1704,9084,472,2025-06-24,2025-07-06
1705,6622,2980,2025-10-01,2025-10-02
1706,293,1087,2025-12-10,2025-12-22
1707,2443,2751,2026-01-23,2026-01-25
1708,6610,665,2026-03-15,2026-04-02
1709,8328,2267,2026-02-07,2026-02-19
1710,8627,1092,2025-08-25,2025-09-14
1711,6731,1376,2025-08-25,2025-09-07
1712,7757,4099,2026-05-19,2026-06-03
1713,6571,3053,2026-01-10,2026-01-26
1714,8415,1628,2026-04-17,2026-04-25
1715,10154,1957,2025-11-04,2025-11-21
1716,6593,1549,2026-04-13,2026-04-24
1717,72,2187,2025-07-20,2025-07-27
1718,5996,920,2025-10-13,2025-10-26
1719,3172,3921,2025-11-03,2025-11-23
1720,9042,1893,2026-02-06,2026-02-18
1721,4076,4010,2025-10-31,
1722,4173,2147,2026-04-17,2026-04-20
1723,2898,1260,2025-07-15,2025-07-20
1724,1014,2931,2026-05-14,2026-06-03
1725,9832,2974,2025-06-18,2025-07-11
1726,2899,4344,2026-01-15,2026-02-08
1727,8864,2118,2026-01-27,2026-02-12
1728,9325,4457,2025-11-21,2025-12-05
1729,536,1858,2025-10-19,2025-10-22
1730,1963,1088,2026-03-14,2026-04-12
1731,2661,105,2026-01-02,
1732,2006,4221,2025-06-17,2025-06-22
1733,144,1364,2026-04-18,
1734,4134,3310,2026-04-21,2026-05-19
1735,3801,2110,2026-04-22,
1736,4694,1035,2025-06-27,2025-07-01
1737,4730,4636,2026-03-26,2026-04-01
1738,1050,3130,2026-04-09,2026-05-03
1739,8214,884,2026-02-01,
1740,6892,2643,2025-06-29,
1741,5205,4993,2025-07-01,
1742,8077,60,2026-02-01,2026-02-22
1743,7433,4112,2026-03-15,
1744,5221,3223,2026-05-13,2026-05-19
1745,5297,279,2026-04-26,2026-05-20
1746,1952,3898,2025-06-24,
1747,9550,3777,2026-03-09,
1748,6481,3659,2026-01-26,2026-02-19
1749,8605,2052,2026-01-23,2026-02-05
1750,5412,3130,2025-09-20,2025-10-08
1751,7041,4883,2026-05-31,2026-06-20
1752,653,4441,2026-05-22,2026-06-18
1753,5906,3419,2026-01-24,
1754,1515,363,2025-07-01,2025-07-20
1755,5662,347,2026-01-03,
1756,5628,3337,2025-11-24,2025-12-01
1757,740,3455,2025-09-05,2025-10-05
1758,5437,1230,2025-10-18,2025-11-15
1759,6413,555,2025-08-06,2025-08-17
1760,2047,1136,2025-06-15,2025-06-25
1761,6515,1063,2025-11-24,2025-12-22
1762,6470,2749,2026-01-04,2026-01-07
1763,516,2751,2026-03-17,2026-03-19
1764,1216,1253,2026-01-19,2026-02-02
1765,9866,4987,2026-03-15,2026-04-14
1766,8787,1379,2025-10-12,2025-11-02
1767,90,3273,2026-02-28,2026-03-27
1768,9294,2941,2025-11-24,2025-12-07
1769,9369,2213,2025-12-21,
1770,3377,4096,2026-06-04,2026-06-23
1771,6442,3439,2026-04-14,2026-04-30
1772,7048,3408,2025-09-29,2025-10-21
1773,437,1635,2026-04-18,2026-05-15
1774,2762,1174,2026-04-14,2026-04-17
1775,3579,2656,2025-09-21,2025-10-07
1776,2836,1661,2026-05-20,
1777,4349,2902,2025-09-04,2025-10-03
1778,6521,765,2025-12-10,2025-12-17
1779,6949,114,2025-11-15,2025-12-13
1780,9876,3979,2026-05-24,2026-06-14
1781,8860,4453,2025-11-29,2025-12-12
1782,5205,2289,2025-11-07,2025-11-08
1783,3619,385,2026-04-30,
1784,3866,728,2025-10-19,2025-11-09
1785,9607,4320,2026-04-13,
1786,2544,3818,2026-05-15,2026-05-30
1787,9541,2267,2025-07-13,
1788,410,4637,2026-03-08,
1789,1562,3731,2026-05-15,2026-06-12
1790,7909,101,2025-11-13,2025-11-19
1791,192,101,2026-05-04,2026-05-08
1792,3214,1157,2025-07-29,
1793,7560,1168,2026-03-25,
1794,7381,4648,2026-02-15,2026-03-11
1795,1815,1521,2025-12-26,
1796,4931,4590,2025-10-26,2025-11-02
1797,5049,3039,2025-07-26,2025-08-13
1798,3189,3512,2025-12-15,2026-01-05
1799,1405,1600,2026-01-18,2026-01-30
1800,5680,4230,2025-12-06,
1801,7114,1083,2025-12-29,2026-01-23
1802,672,4471,2025-10-20,2025-11-09
1803,1601,2820,2026-03-12,2026-03-21
1804,7566,4184,2025-08-20,
1805,911,4675,2026-02-05,2026-02-20
1806,3407,3460,2026-05-02,2026-05-12
1807,4930,4083,2025-09-03,2025-09-28
1808,1846,2112,2025-11-18,2025-12-08
1809,8339,190,2025-12-24,2026-01-07
1810,9399,3078,2025-08-31,2025-09-10
1811,8990,594,2026-05-07,
1812,6748,4999,2025-06-16,
1813,3051,363,2026-05-06,2026-05-18
1814,8682,1492,2026-03-12,2026-04-09
1815,6436,3952,2025-11-02,2025-11-25
1816,2002,3078,2026-02-15,2026-02-28
1817,2017,3199,2026-03-16,2026-03-24
1818,4136,1469,2025-06-23,
1819,1804,3021,2025-11-03,2025-11-25
1820,703,4048,2025-07-06,2025-07-31
1821,4934,1215,2025-08-19,2025-09-09
1822,5036,4235,2026-02-10,2026-02-11
1823,2533,268,2025-08-19,2025-09-01
1824,6451,285,2026-01-24,2026-02-20
1825,7875,2330,2025-08-02,
1826,9187,4587,2025-11-01,
1827,4011,3917,2025-09-16,2025-10-04
1828,7191,2974,2026-05-10,2026-06-06
1829,3542,3272,2025-11-02,
1830,5775,4395,2025-07-05,2025-07-07
1831,6947,1414,2026-05-04,
1832,2099,2813,2026-01-21,2026-02-12
1833,2772,193,2026-05-30,2026-06-25
1834,6592,3155,2026-03-23,2026-04-12
1835,8916,134,2025-10-03,
1836,2299,1691,2026-01-03,
1837,910,336,2025-12-11,2025-12-16
1838,778,554,2026-02-28,2026-03-11
1839,4956,4570,2025-08-29,
1840,8402,4198,2026-02-25,2026-03-13
1841,173,2352,2026-01-11,
1842,1742,4989,2025-10-03,2025-10-12
1843,217,2407,2026-02-04,2026-02-15
1844,3377,1036,2026-05-14,2026-05-16
1845,6734,4227,2026-02-12,2026-02-25
1846,6599,4911,2025-12-20,2026-01-16
1847,2981,2704,2025-12-02,2025-12-17
1848,1369,4613,2026-06-05,2026-07-04
1849,4400,2203,2025-07-29,2025-08-05
1850,5684,763,2026-05-24,
1851,601,3898,2026-05-10,2026-06-07
1852,7047,1646,2026-05-03,2026-06-02
1853,4567,4940,2025-11-02,
1854,6941,983,2026-04-29,
1855,4589,2090,2026-03-02,2026-03-24
1856,6990,2757,2026-04-15,2026-04-30
1857,5975,3449,2025-12-10,2026-01-05
1858,5120,3528,2026-06-09,2026-06-12
1859,7695,4931,2026-04-20,2026-05-01
1860,8250,1025,2025-12-17,
1861,7350,3650,2025-07-08,2025-07-14
1862,8447,3243,2025-12-22,2026-01-20
1863,6019,644,2026-04-27,2026-05-21
1864,2685,2692,2026-01-21,2026-02-20
1865,8569,4971,2025-10-06,2025-10-29
1866,9675,3646,2025-11-20,
1867,4825,2532,2026-01-28,
1868,4635,3392,2025-11-03,2025-11-23
1869,3256,1010,2025-12-03,2025-12-16
1870,6587,1972,2025-12-10,2026-01-02
1871,281,4622,2026-03-21,2026-04-05
1872,7275,2508,2026-05-13,2026-05-28
1873,8361,4425,2026-04-16,2026-04-20
1874,6316,4264,2025-07-22,2025-08-18
1875,3520,987,2025-08-30,2025-09-03
1876,7263,2490,2025-12-30,2026-01-10
1877,7465,4742,2026-06-04,2026-06-07
1878,2593,2973,2025-09-30,
1879,3755,1844,2026-03-17,2026-04-13
1880,2478,4845,2025-08-29,2025-09-02
1881,3387,1477,2026-01-08,2026-01-20
1882,3110,3395,2026-04-24,2026-05-20
1883,943,4629,2025-10-06,
1884,6989,1603,2025-08-28,2025-08-31
1885,9292,2036,2026-02-01,2026-02-17
1886,1492,122,2026-05-24,2026-06-01
1887,7738,2289,2026-05-26,2026-05-29
1888,1888,4584,2026-01-04,2026-02-02
1889,7798,4073,2025-12-28,2026-01-26
1890,2837,867,2026-05-25,2026-06-07
1891,3367,2267,2025-06-17,2025-07-04
1892,3382,4819,2025-11-15,2025-12-15
1893,6025,1739,2025-10-03,2025-10-23
1894,8829,893,2026-02-04,2026-02-26
1895,1812,4510,2025-06-19,2025-06-22
1896,9099,4227,2026-04-24,2026-04-27
1897,5965,3386,2025-08-11,2025-08-28
1898,2435,2702,2025-07-07,
1899,1648,51,2026-05-13,2026-05-14
1900,4722,1185,2025-09-10,2025-10-09
1901,5738,4882,2025-11-14,2025-11-20
1902,101,185,2025-11-09,2025-11-24
1903,1218,968,2025-12-08,2025-12-21
1904,5572,596,2025-07-09,
1905,7244,4084,2025-12-23,2026-01-19
1906,7162,4467,2025-06-20,2025-06-27
1907,6187,3150,2025-10-13,2025-10-21
1908,24,4704,2025-08-30,2025-09-26
1909,6915,4664,2025-06-21,2025-07-20
1910,7168,4113,2025-12-31,2026-01-21
1911,8398,1618,2025-06-23,2025-07-02
1912,8956,17,2025-12-21,2026-01-10
1913,5231,122,2026-03-14,
1914,7538,4503,2026-05-07,
1915,1234,3612,2025-10-28,2025-11-14
1916,8962,1663,2025-12-14,2025-12-22
1917,5828,226,2025-10-23,2025-10-28
1918,3641,4036,2025-07-09,2025-07-19
1919,723,2805,2026-05-14,2026-06-06
1920,7773,2346,2025-10-20,2025-10-23
1921,4909,1957,2026-02-08,2026-03-06
1922,9135,4341,2025-09-24,2025-10-07
1923,6211,733,2025-10-21,2025-11-09
1924,8331,498,2026-02-11,2026-03-11
1925,7560,4519,2026-02-23,2026-03-06
1926,9283,1724,2025-12-01,2025-12-06
1927,3735,674,2026-01-16,2026-01-18
1928,8733,62,2025-10-20,2025-11-15
1929,5933,2899,2026-03-09,2026-04-01
1930,8035,4629,2025-10-01,2025-10-15
1931,2984,4993,2025-11-17,
1932,9355,4178,2025-08-11,
1933,1480,1618,2025-10-10,
1934,4237,1286,2026-05-03,2026-05-16
1935,7014,1830,2026-05-17,2026-06-13
1936,3472,2479,2026-05-31,2026-06-13
1937,605,797,2025-10-15,2025-11-14
1938,4606,2921,2025-12-20,2025-12-25
1939,5753,1278,2026-02-08,2026-03-07
1940,8177,1237,2025-08-31,2025-09-11
1941,4038,2312,2025-07-26,2025-08-17
1942,1409,1408,2026-01-05,2026-01-26
1943,8971,3261,2026-02-27,2026-03-28
1944,4719,2712,2025-07-13,2025-07-30
1945,3275,475,2025-12-17,2026-01-08
1946,2227,4277,2025-11-21,2025-12-09
1947,7176,3530,2025-07-11,2025-07-23
1948,9826,3080,2025-09-18,2025-10-08
1949,7687,4416,2025-12-26,2026-01-20
1950,6134,3784,2026-01-21,2026-02-20
1951,4351,2140,2025-12-13,
1952,4139,1581,2025-09-11,
1953,8206,2901,2026-03-07,2026-03-30
1954,4690,1458,2025-07-29,2025-08-20
1955,5983,3407,2026-02-18,2026-03-04
1956,1994,1855,2026-05-16,2026-05-31
1957,4947,1035,2026-04-25,2026-05-05
1958,5690,3736,2025-07-03,2025-07-30
1959,2308,3956,2026-05-17,2026-05-28
1960,3405,139,2025-11-10,2025-12-03
1961,848,1006,2025-10-18,
1962,6322,3227,2025-08-30,2025-09-18
1963,7339,3309,2025-12-10,2025-12-29
1964,9,2540,2025-10-13,2025-11-02
1965,3597,4509,2026-03-10,2026-03-25
1966,8243,3349,2025-06-30,2025-07-27
1967,8194,4810,2026-05-17,
1968,9314,2403,2026-05-16,2026-06-13
1969,2375,4121,2025-07-06,2025-07-30
1970,6272,3074,2025-08-20,2025-09-14
1971,5297,514,2026-01-16,2026-01-20
1972,896,4350,2026-01-21,2026-01-23
1973,3188,2457,2026-03-18,
1974,9026,2156,2026-02-01,2026-03-02
1975,1390,1095,2026-04-19,
1976,6582,3523,2026-01-11,2026-01-18
1977,6039,689,2025-11-08,2025-11-15
1978,9231,2762,2025-06-26,
1979,2622,4376,2025-09-25,2025-10-06
1980,4694,2497,2026-03-22,
1981,4740,3389,2025-11-01,2025-11-15
1982,3950,2656,2026-01-21,2026-02-04
1983,7508,4283,2026-02-25,2026-03-19
1984,4770,477,2026-03-11,
1985,6669,960,2026-02-10,2026-02-28
1986,9711,3311,2025-08-20,2025-08-31
1987,4101,3585,2026-05-30,2026-06-09
1988,209,3313,2026-04-04,2026-04-30
1989,5371,771,2025-06-25,2025-06-27
1990,817,762,2025-07-27,
1991,6373,72,2025-06-22,2025-07-20
1992,4068,654,2025-07-06,2025-07-24
1993,522,4778,2026-01-19,
1994,5631,3784,2025-11-28,2025-12-04
1995,6232,4224,2026-05-12,2026-06-10
1996,423,3130,2026-02-05,2026-02-08
1997,7399,1445,2025-08-18,2025-08-27
1998,7123,3345,2026-05-02,2026-05-26
1999,164,2901,2026-05-19,2026-05-29
2000,9205,2749,2026-02-25,2026-03-05
2001,1056,2722,2025-09-01,2025-09-13
2002,7201,2723,2025-10-18,2025-11-10
2003,4992,4434,2025-12-23,2025-12-28
2004,4002,1144,2026-02-17,2026-03-09
2005,1979,1861,2026-03-13,2026-03-15
2006,2148,3288,2026-03-28,2026-04-09
2007,2314,2950,2026-03-19,
2008,4679,4781,2026-04-23,2026-04-27
2009,2531,4411,2026-02-04,2026-03-01
2010,4307,2508,2025-07-22,2025-08-02
2011,7084,1600,2026-01-13,2026-02-04
2012,1393,174,2026-04-09,
2013,936,2179,2025-10-10,2025-10-28
2014,4149,1891,2025-12-02,2025-12-21
2015,2533,1231,2026-01-21,2026-02-18
2016,8509,3263,2025-12-16,2026-01-12
2017,7140,4707,2025-08-22,2025-09-15
2018,2541,2295,2026-05-08,
2019,2700,2643,2025-09-22,2025-10-07
2020,6857,3312,2025-10-19,
2021,1310,4098,2026-04-26,
2022,8312,3609,2025-07-18,2025-07-26
2023,5024,3367,2026-04-25,2026-05-05
2024,5745,3149,2026-02-10,2026-03-04
2025,5167,2173,2026-01-13,
2026,6568,918,2026-05-04,2026-05-06
2027,9039,2103,2025-10-21,
2028,9495,2008,2026-06-10,2026-06-19
2029,147,2524,2025-12-26,2025-12-30
2030,7801,1314,2025-12-13,2026-01-09
2031,6623,4446,2026-01-24,2026-02-09
2032,6613,812,2025-09-15,2025-09-19
2033,4774,1144,2025-10-29,2025-11-02
2034,875,4624,2026-03-11,2026-03-21
2035,4863,1102,2025-09-10,2025-10-10
2036,1424,4905,2026-03-21,2026-04-05
2037,1026,4630,2025-07-13,2025-08-10
2038,3848,4861,2025-09-12,2025-09-29
2039,6648,1483,2026-03-14,2026-03-17
2040,5371,1516,2025-10-28,
2041,1812,358,2026-02-11,2026-02-21
2042,3602,2297,2025-11-19,
2043,1672,3659,2026-04-11,2026-04-27
2044,5007,4803,2026-05-10,2026-05-26
2045,4716,1479,2026-04-05,2026-04-10
2046,8158,3646,2026-02-09,2026-03-10
2047,8869,4629,2025-12-11,2025-12-30
2048,5475,2294,2025-12-07,2025-12-11
2049,8161,350,2025-11-22,2025-12-01
2050,2575,4821,2026-05-25,2026-06-11
2051,2831,416,2025-10-06,
2052,545,3909,2026-03-29,2026-03-31
2053,7478,1452,2026-03-04,2026-03-10
2054,94,4745,2026-03-27,
2055,3735,3233,2025-08-03,
2056,688,1497,2025-06-29,2025-07-20
2057,5392,3194,2026-01-13,2026-01-19
2058,1424,1798,2026-02-19,2026-03-02
2059,3415,958,2026-04-19,2026-05-01
2060,3949,4989,2025-08-28,
2061,8500,1259,2026-03-23,
2062,3397,4264,2025-06-27,2025-07-11
2063,4995,3434,2026-03-03,2026-03-24
2064,1515,3220,2025-08-18,2025-09-15
2065,2072,4587,2025-10-27,
2066,1839,2718,2026-05-21,2026-05-31
2067,10037,3777,2025-08-21,2025-08-29
2068,1994,376,2026-02-03,2026-02-16
2069,475,4122,2025-07-02,2025-07-12
2070,3592,765,2025-06-16,2025-06-30
2071,9598,4178,2026-04-19,
2072,2211,2635,2025-10-10,2025-10-18
2073,9806,3498,2025-08-19,2025-08-26
2074,637,4029,2026-04-09,2026-05-06
2075,1695,4049,2025-07-30,2025-08-26
2076,7723,1477,2026-04-30,
2077,2964,2941,2025-12-11,2025-12-22
2078,6400,4590,2025-08-20,2025-09-08
2079,3485,1949,2026-03-13,
2080,3116,535,2025-09-28,2025-10-04
2081,7914,4946,2025-12-25,
2082,9570,4630,2025-09-23,2025-10-03
2083,7981,662,2025-07-24,2025-08-13
2084,4173,311,2026-01-22,2026-02-20
2085,9326,4709,2026-02-07,
2086,6508,2547,2026-06-02,2026-06-22
2087,5011,4380,2026-02-19,2026-03-07
2088,8802,363,2026-06-07,2026-06-26
2089,26,4383,2026-04-02,2026-04-29
2090,3425,1445,2026-03-31,
2091,8218,3734,2025-09-02,2025-09-05
2092,2308,4622,2025-07-19,2025-08-12
2093,2607,3215,2026-02-10,2026-02-17
2094,1052,2119,2025-06-19,
2095,9585,161,2026-05-15,2026-05-22
2096,9520,4389,2025-11-27,
2097,484,1635,2025-06-25,2025-07-17
2098,2515,3844,2026-06-04,2026-06-27
2099,7882,3734,2025-12-26,2026-01-25
2100,6677,3573,2026-04-20,2026-04-26
2101,6320,4791,2025-06-25,2025-07-07
2102,1055,1693,2025-07-17,2025-08-09
2103,8084,3640,2025-12-01,
2104,8844,689,2026-03-01,
2105,3327,4380,2026-05-02,2026-05-24
2106,4081,4962,2025-09-10,2025-10-10
2107,4903,3917,2026-05-31,
2108,3152,724,2026-02-10,2026-02-15
2109,9052,1286,2026-05-15,2026-06-13
2110,1874,810,2025-12-17,2025-12-31
2111,8173,2687,2026-03-21,2026-03-25
2112,8639,2728,2026-02-12,2026-02-16
2113,4995,542,2025-11-21,2025-12-01
2114,9934,2106,2025-09-16,2025-09-29
2115,9724,4616,2025-11-26,2025-12-02
2116,7746,4045,2026-01-10,2026-01-27
2117,1252,1414,2026-04-30,2026-05-09
2118,5960,4343,2025-11-13,2025-12-10
2119,5949,2371,2025-10-23,2025-10-24
2120,9092,3347,2025-12-05,2025-12-27
2121,8445,2621,2025-12-14,2025-12-26
2122,4537,1212,2025-12-25,2025-12-28
2123,5331,789,2025-08-07,2025-08-29
