id_avaliacao,id_usuario,id_livro,nota,comentario,data_avaliacao
981,2497,696,3,Sonho sonho,2026-05-28
982,6920,415,5,Dados mar cidade cidade,2025-12-26
983,1826,773,4,Mundo sombra mundo fogo,2026-03-14
984,5790,803,3,Cidade dados historia mundo,2025-06-18
985,1009,728,3,Memoria mundo memoria mar,2026-05-14
986,5207,3677,1,Fogo sombra vento,2026-01-11
987,4803,538,4,Dados leitura,2025-08-13
988,5827,2294,4,Historia vento fogo memoria,2026-04-02
989,4963,2014,5,Vento tempo leitura,2025-10-03
990,9797,1642,2,Dados cidade,2025-06-17
991,2653,1887,3,Memoria mundo silencio,2025-12-22
992,8236,1490,2,Mundo silencio,2025-06-14
993,7814,2287,3,Silencio sombra silencio,2026-02-02
994,9012,2993,3,Sonho sombra historia mar,2025-07-01
995,5677,2470,3,Vento mar luz sonho,2026-03-16
996,8030,288,2,Historia memoria silencio,2026-02-16
997,4542,4441,4,Mundo silencio sonho,2026-05-18
998,5108,4598,5,Sombra tempo tempo memoria,2026-05-03
999,9168,4642,2,Mundo silencio sombra cidade,2025-11-30
1000,6495,1919,5,Mundo leitura,2026-05-03
1001,1094,4929,5,Sombra mundo cidade memoria,2026-02-17
1002,5833,3363,5,Mar memoria historia,2026-02-20
1003,3973,4134,2,Luz mundo fogo,2025-08-22
1004,2984,1817,5,Fogo silencio historia,2025-10-30
1005,7752,2396,3,Memoria vento,2026-05-09
1006,3156,1754,4,Dados mar cidade sonho,2025-11-03
1007,94,803,4,Sombra sombra,2026-01-24
1008,7271,1481,2,Dados sombra tempo,2025-10-18
1009,5746,3341,3,Sombra tempo memoria sonho,2026-04-22
1010,5920,4085,2,Leitura cidade,2025-06-24
1011,8930,1549,5,Historia silencio memoria,2025-08-30
1012,4932,2873,3,Mar cidade mar mar,2026-04-29
1013,2462,2405,3,Fogo cidade memoria sombra,2026-06-14
1014,9897,3646,3,Historia mundo,2025-09-24
1015,3303,1007,5,Sonho mundo historia,2025-12-31
1016,2106,3518,4,Fogo sonho,2025-08-30
1017,1200,3006,5,Silencio sonho,2025-07-22
1018,4567,2964,4,Tempo dados memoria,2026-06-08
1019,2171,3419,3,Leitura dados dados sombra,2025-07-13
1020,8568,3211,4,Leitura luz historia,2025-07-13
1021,1747,1618,2,Dados vento luz,2025-11-09
1022,1740,3909,6,Sonho fogo,2026-01-04
1023,2157,3645,1,Leitura leitura mundo mar,2026-05-11
1024,8922,968,2,Silencio tempo sombra cidade,2025-07-15
1025,5139,3170,1,Mundo mundo historia,2025-10-01
1026,3068,1957,4,Silencio leitura sonho sonho,2026-04-20
1027,6230,2010,4,Cidade leitura tempo historia,2025-10-06
1028,5361,799,5,Sombra leitura leitura leitura,2026-02-02
1029,9739,2289,3,Mar vento,2025-07-06
1030,7027,4098,3,Dados silencio memoria,2026-01-14
1031,7774,70,3,Cidade historia sonho cidade,2026-02-12
1032,9091,4793,3,Sonho silencio luz dados,2025-10-31
1033,8813,868,4,Vento luz,2025-07-01
1034,1206,134,4,Tempo cidade,2026-05-16
1035,1929,1216,3,Tempo mar historia mar,2026-03-23
1036,8087,3415,5,Leitura dados fogo,2025-07-05
1037,3156,1559,4,Mar mundo luz sombra,2026-02-19
1038,4496,4841,4,Mar tempo tempo,2026-03-31
1039,1943,1800,4,Fogo mar historia memoria,2026-05-30
1040,6045,377,4,Historia memoria cidade,2025-12-27
1041,2031,3070,4,Vento leitura vento vento,2025-07-22
1042,5495,4233,2,Fogo historia luz,2025-06-15
1043,5959,743,2,Memoria cidade cidade,2026-01-22
1044,4799,2508,5,Sonho sonho fogo,2025-12-29
1045,6571,2925,3,Silencio fogo mar,2025-09-03
1046,4867,2875,4,Mundo cidade cidade,2025-07-18
1047,7825,1510,4,Dados sombra leitura,2026-05-16
1048,4630,3373,4,Sombra mar fogo,2025-12-18
1049,9374,2312,2,Cidade vento,2025-08-18
1050,1304,108,3,Mar memoria dados,2026-01-02
1051,8014,4277,2,Silencio cidade,2025-07-20
1052,6997,111,4,Leitura sombra mar,2026-05-21
1053,1458,2414,4,Memoria leitura,2026-03-31
1054,5706,4170,3,Luz silencio vento,2025-08-21
1055,8469,2792,3,Historia vento sonho luz,2026-01-22
1056,9436,2057,2,Leitura historia sonho sonho,2025-07-25
1057,3318,154,3,Vento sonho historia fogo,2026-03-25
1058,95,323,5,Sonho sombra dados,2026-05-05
1059,483,2121,4,Silencio fogo,2025-12-15
1060,5092,4622,2,Historia dados,2025-10-08
1061,5655,4335,4,Mar fogo mar mar,2025-10-13
1062,3529,3829,2,Sonho sombra silencio,2025-11-04
1063,2251,1742,2,Luz mar,2026-06-13
1064,27,242,2,Sonho mundo,2025-07-03
1065,7942,1876,3,Cidade tempo cidade fogo,2026-03-04
1066,3652,2756,5,Historia leitura silencio,2026-02-27
1067,2674,4755,4,Silencio fogo,2026-02-25
1068,7760,1329,3,Tempo leitura sonho,2025-09-19
1069,2643,3155,2,Luz tempo dados,2025-10-11
1070,4367,1888,3,Mar vento fogo sonho,2025-08-03
1071,5167,1442,2,Tempo vento,2026-05-24
1072,6668,4729,3,Mar sonho silencio tempo,2025-07-23
1073,7266,728,4,Dados memoria,2025-06-16
1074,9049,4850,4,Mar vento mar,2025-12-14
1075,4620,667,2,Dados tempo sombra vento,2025-12-02
1076,3150,968,2,Fogo fogo,2026-06-14
1077,6760,239,4,Vento mar,2026-02-14
1078,6493,4191,3,Mar mundo mar,2025-06-22
1079,8548,4309,4,Memoria tempo cidade leitura,2025-08-17
1080,5856,3890,3,Dados fogo historia,2026-04-13
1081,2449,1244,5,Silencio memoria cidade luz,2025-12-13
1082,3493,4363,3,Sombra fogo leitura mar,2025-10-26
1083,9213,3693,3,Mar fogo,2025-10-07
1084,9513,4985,4,Fogo vento,2025-09-02
1085,7119,2700,4,Sombra mar mar,2026-03-25
1086,9225,3143,2,Tempo vento leitura,2026-02-10
1087,2810,616,4,Historia dados,2026-06-12
1088,508,1763,4,Sombra sombra,2025-06-20
1089,7193,4814,4,Historia sombra fogo tempo,2025-08-31
1090,2687,1936,4,Sonho memoria silencio,2025-08-12
1091,7459,2118,2,Sombra historia silencio luz,2025-06-25
1092,6368,906,3,Vento mar mundo,2025-07-16
1093,4789,4841,4,Memoria sonho silencio cidade,2025-06-17
1094,536,482,5,Vento mar,2025-09-21
1095,7420,2371,3,Memoria leitura sonho cidade,2025-08-21
1096,9213,3419,5,Tempo leitura,2025-12-16
1097,4498,2608,2,Silencio mar,2025-09-28
1098,2709,3205,5,Silencio vento vento luz,2025-10-01
1099,5120,2495,5,Dados cidade,2026-04-17
1100,7871,196,4,Leitura leitura,2025-06-17
1101,9938,4791,3,Mar sombra cidade mar,2026-02-01
1102,1635,1411,4,Mar tempo luz silencio,2025-07-14
1103,9277,695,3,Vento sonho,2026-03-20
1104,4484,15,4,Silencio vento dados,2026-06-09
1105,7124,1364,5,Vento silencio,2025-08-19
1106,5056,3469,3,Sombra tempo,2025-07-24
1107,5487,4630,2,Fogo mundo mar silencio,2026-02-14
1108,3946,3016,3,Leitura memoria luz,2025-08-10
1109,2655,3909,3,Silencio sonho tempo sombra,2026-01-21
1110,5339,1318,4,Historia vento,2026-06-05
1111,8922,972,4,Vento memoria cidade,2025-11-14
1112,8823,4902,3,Tempo tempo mundo,2025-10-23
1113,661,4086,5,Vento tempo mundo,2025-07-04
1114,3111,411,4,Tempo cidade vento vento,2026-02-26
1115,4135,1426,4,Memoria leitura,2026-01-15
1116,8054,3515,2,Fogo sonho leitura leitura,2026-02-25
1117,7097,2295,3,Luz fogo,2026-05-12
1118,4345,2436,5,Cidade memoria historia,2026-06-09
1119,3816,2949,3,Fogo mundo memoria historia,2026-03-01
1120,9710,2398,5,Leitura sonho,2026-01-12
1121,6424,164,2,Dados silencio,2026-01-09
1122,5705,4766,4,Silencio cidade sombra,2025-11-27
1123,1355,4472,3,Mar mundo mundo dados,2025-09-28
1124,4975,4584,3,Mar historia dados,2025-09-01
1125,5552,853,3,Leitura memoria vento historia,2025-12-01
1126,6903,1868,3,Silencio mar luz,2025-10-31
1127,2432,2547,3,Luz luz fogo historia,2025-09-13
1128,6875,382,5,Sonho memoria cidade,2026-02-07
1129,2225,2000,5,Tempo mundo,2025-07-04
1130,6667,1160,3,Historia fogo,2025-10-11
1131,1956,4192,5,Mundo historia,2025-06-19
1132,6722,2700,4,Sonho vento leitura,2026-03-29
1133,7567,468,4,Memoria historia leitura silencio,2026-03-29
1134,1290,18,3,Mar sombra leitura fogo,2025-08-03
1135,71,988,4,Mundo cidade luz fogo,2026-05-08
1136,9516,1014,4,Mundo cidade,2025-06-17
1137,4745,1530,3,Historia mar silencio,2025-08-26
1138,1311,428,5,Cidade silencio,2025-09-18
1139,4024,1731,3,Luz leitura silencio vento,2026-02-22
1140,6708,3197,3,Sonho luz dados mar,2025-08-15
1141,2103,3310,5,Fogo memoria memoria vento,2025-08-20
1142,8468,2041,3,Dados leitura historia,2025-09-11
1143,2243,1306,5,Mundo vento sonho fogo,2025-07-30
1144,9009,4446,5,Sombra tempo sonho,2025-09-28
1145,4889,3199,3,Sonho dados mundo,2026-02-09
1146,7449,2271,3,Fogo fogo,2025-08-09
1147,2870,3930,5,Mar sonho historia mar,2026-02-18
1148,6795,2799,2,Sonho cidade dados,2025-10-05
1149,9473,722,3,Memoria mundo memoria fogo,2026-04-11
1150,7116,1469,5,Historia historia,2026-01-01
1151,333,2434,3,Mundo mar cidade,2025-06-23
1152,9321,2614,5,Cidade mar mar,2025-11-21
1153,3288,4271,4,Fogo fogo vento,2025-10-30
1154,1655,1244,3,Vento historia sombra cidade,2026-03-14
1155,3399,1663,4,Luz silencio historia,2026-04-24
1156,2622,100,5,Mar vento,2025-08-28
1157,5568,2122,3,Luz leitura,2026-04-24
1158,6773,2591,3,Mar luz sonho tempo,2025-11-20
1159,1704,4324,5,Mar silencio historia dados,2026-05-25
1160,7129,1378,5,Sonho dados,2025-10-23
1161,4625,2656,4,Leitura mundo,2026-01-01
1162,8719,1436,4,Leitura cidade,2025-07-03
1163,7952,2290,3,Silencio silencio sonho mundo,2025-10-13
1164,1061,1286,5,Fogo cidade,2025-07-07
1165,7902,9,3,Tempo cidade,2026-03-05
1166,4751,565,4,Silencio luz fogo,2026-06-09
1167,1622,4048,3,Fogo mundo fogo cidade,2025-08-30
1168,6580,882,3,Mar dados,2026-04-14
1169,4973,2191,3,Mundo fogo memoria,2026-03-03
1170,3589,4571,3,Fogo fogo,2025-08-17
1171,6864,3910,3,Silencio sonho cidade fogo,2026-05-27
1172,3048,1286,5,Sombra mundo cidade fogo,2026-06-13
1173,5212,1458,3,Mundo fogo leitura sombra,2025-10-12
1174,1550,4029,3,Silencio silencio,2026-05-30
1175,7975,3407,4,Memoria cidade,2026-03-06
1176,1905,2617,2,Mar vento dados fogo,2026-06-06
1177,8446,4451,2,Luz fogo fogo mar,2025-12-16
1178,943,4389,2,Fogo historia silencio,2025-10-09
1179,948,3619,4,Mar vento leitura,2026-01-16
1180,1477,2605,3,Sonho fogo dados fogo,2026-05-15
1181,4366,2345,2,Vento memoria mar dados,2026-01-25
1182,2040,2508,4,Mar fogo silencio,2025-08-03
1183,2437,3684,2,Memoria memoria luz mar,2025-09-18
1184,3508,1290,3,Silencio mar cidade fogo,2025-11-08
1185,9514,216,2,Luz historia,2025-12-15
1186,4750,4466,2,Cidade memoria,2025-07-06
1187,7336,158,2,Luz dados tempo silencio,2025-11-06
1188,3102,845,4,Sombra memoria memoria,2025-07-06
1189,7372,3895,3,Dados mar fogo luz,2025-12-20
1190,4073,2215,5,Vento cidade sombra luz,2025-09-08
1191,7928,932,2,Fogo leitura cidade,2026-04-12
1192,8197,3611,4,Memoria dados vento,2026-03-07
1193,8217,3078,4,Sonho luz mundo tempo,2025-08-05
1194,5501,2347,3,Dados tempo memoria,2026-02-02
1195,1178,4051,3,Dados luz memoria,2025-07-10
1196,868,3957,3,Tempo mundo vento,2026-05-27
1197,7265,1909,4,Mundo memoria cidade,2025-06-23
1198,7372,2837,4,Fogo luz cidade,2026-05-06
1199,5042,4197,4,Sombra silencio,2026-05-27
1200,7963,1675,4,Vento tempo mundo,2026-02-23
1201,8362,816,3,Memoria cidade dados,2025-10-26
1202,7126,4771,2,Mundo vento,2026-04-28
1203,9155,4836,5,Sonho silencio fogo memoria,2025-12-11
1204,6134,4755,5,Mundo sombra,2025-09-12
1205,7519,1085,2,Leitura vento historia,2025-07-01
1206,2628,1696,4,Leitura vento leitura,2026-01-13
1207,4898,4897,4,Dados tempo fogo dados,2025-11-30
1208,2261,3101,3,Leitura memoria,2026-03-13
1209,8829,3313,4,Memoria mundo sombra dados,2026-06-11
1210,6336,1327,2,Historia sonho sonho dados,2025-06-22
1211,172,3240,3,Leitura sonho fogo mundo,2026-04-07
1212,499,766,3,Sombra fogo fogo memoria,2026-02-26
1213,5911,1421,2,Luz vento mar mar,2026-05-08
1214,3802,790,2,Memoria sombra dados,2026-04-08
1215,3447,1549,3,Dados vento memoria mar,2026-05-05
1216,3459,1024,3,Luz sombra mundo silencio,2025-10-18
1217,4258,3398,3,Fogo vento mar,2026-04-02
1218,2126,3505,1,Historia fogo historia,2026-06-14
1219,8466,2465,4,Memoria luz luz,2026-04-18
1220,4001,2375,3,Mar historia dados,2025-07-28
1221,2560,2614,5,Sombra vento,2025-07-15
1222,8858,3992,1,Cidade fogo,2025-10-26
1223,2436,4550,5,Leitura sonho,2026-03-04
1224,6316,222,3,Historia dados,2026-03-12
1225,7715,1133,2,Luz luz sombra,2025-09-07
1226,5962,921,4,Memoria dados dados,2026-05-27
1227,8983,121,3,Silencio sonho memoria cidade,2026-01-02
1228,7249,2204,3,Sombra memoria sombra,2025-08-05
1229,3787,279,2,Vento historia dados,2025-12-06
1230,5005,2507,3,Luz vento memoria silencio,2026-03-05
1231,8379,2923,3,Sombra historia,2026-01-04
1232,466,3948,4,Tempo historia sombra dados,2026-02-07
1233,1437,108,6,Silencio fogo sombra,2026-02-01
1234,3892,222,3,Mundo leitura,2025-08-17
1235,1264,2789,4,Vento vento memoria,2025-12-13
1236,2970,594,5,Mar memoria sombra,2025-07-09
1237,7411,1173,3,Mar mar cidade,2025-09-09
1238,5898,2431,3,Sonho fogo mundo silencio,2026-04-27
1239,6146,2471,3,Mundo cidade,2025-06-14
1240,4111,3275,4,Vento fogo,2025-12-25
1241,6901,928,4,Silencio fogo silencio memoria,2026-05-04
1242,161,4519,3,Sombra sonho tempo,2025-11-09
1243,6948,4544,3,Luz leitura sombra fogo,2026-01-28
1244,8911,523,3,Luz leitura,2026-05-30
1245,5508,2050,4,Vento leitura leitura historia,2025-08-04
1246,570,766,3,Vento cidade sombra,2025-08-16
1247,4797,2789,5,Historia mundo mar cidade,2026-01-25
1248,7595,1691,5,Fogo mar historia,2025-09-15
1249,2567,2263,3,Cidade sombra dados memoria,2025-08-18
1250,5784,502,4,Mar memoria,2026-05-20
1251,7020,3909,3,Sombra silencio cidade vento,2025-11-18
1252,2333,2423,4,Sombra memoria sonho mar,2025-07-08
1253,2982,2475,4,Cidade sonho leitura luz,2026-02-17
1254,4217,1386,5,Vento fogo tempo sombra,2025-10-01
1255,1630,4663,1,Silencio sonho cidade dados,2025-10-27
1256,54,128,5,Tempo fogo,2026-04-08
1257,3189,2757,4,Memoria sombra,2026-05-03
1258,5805,1825,4,Tempo historia,2026-03-01
1259,6145,3286,3,Mundo historia dados fogo,2026-06-07
1260,7329,2652,3,Silencio sonho sombra luz,2025-08-03
1261,3253,4743,4,Silencio sonho,2025-10-31
1262,1168,4777,4,Leitura sombra mundo silencio,2025-10-17
1263,5173,1433,3,Cidade mar,2025-07-30
1264,8673,429,5,Sonho historia,2025-10-25
1265,4363,2431,5,Fogo silencio sonho cidade,2026-04-21
1266,7357,886,2,Tempo fogo dados,2025-07-07
1267,3412,4609,3,Historia cidade,2025-12-16
1268,2641,1303,3,Mundo historia,2025-10-15
1269,8984,269,1,Vento fogo luz fogo,2026-02-16
1270,5301,1650,2,Vento dados,2025-10-03
1271,6565,2523,4,Sombra fogo,2026-04-21
1272,5025,1568,1,Fogo silencio leitura,2025-12-25
1273,4546,1763,4,Sonho silencio,2025-10-22
1274,1189,1449,1,Sombra mar luz mundo,2026-03-07
1275,9084,4687,4,Vento cidade luz cidade,2025-08-11
1276,4467,1855,3,Leitura tempo,2026-01-16
1277,2215,842,3,Tempo mar dados fogo,2025-06-25
1278,9952,609,4,Memoria silencio memoria silencio,2025-08-27
1279,5953,1140,3,Historia tempo vento leitura,2026-01-21
1280,3881,908,3,Cidade fogo sombra memoria,2025-12-05
1281,7458,4126,4,Leitura silencio cidade sombra,2026-04-03
1282,6382,1910,5,Sombra cidade,2025-12-10
1283,1435,3325,2,Silencio sombra,2026-03-01
1284,1200,4369,4,Dados tempo mundo,2025-10-12
1285,5244,4283,4,Sonho leitura,2025-09-12
1286,3682,3434,4,Vento leitura mar,2025-10-21
1287,9021,1548,3,Sombra sonho,2025-09-26
1288,8741,1538,2,Silencio leitura vento historia,2025-10-18
1289,3142,3836,5,Tempo historia vento vento,2026-06-10
1290,5315,2789,5,Dados mundo,2026-01-07
1291,9446,535,3,Dados sombra sombra memoria,2025-06-21
1292,8769,2870,4,Memoria historia silencio sombra,2025-08-05
1293,4542,4029,3,Tempo vento,2025-09-16
1294,6688,2762,3,Sombra tempo sonho,2025-11-21
1295,9005,765,3,Leitura fogo,2025-12-01
1296,7128,789,4,Luz tempo memoria,2026-04-01
1297,5076,524,1,Luz dados sonho,2025-11-02
1298,979,2497,4,Sonho cidade mundo dados,2026-05-16
1299,3034,1945,4,Memoria memoria,2026-06-12
1300,9272,4465,3,Memoria silencio fogo,2026-04-14
1301,4318,1046,3,Sonho vento,2026-01-10
1302,4025,4082,4,Historia luz dados vento,2025-09-30
1303,9894,1308,3,Sombra sombra,2025-12-26
1304,1728,1458,2,Silencio memoria cidade sonho,2025-06-23
1305,3161,105,5,Sonho mundo mar,2026-04-26
1306,1498,130,2,Leitura silencio,2025-09-13
1307,2208,923,4,Sombra memoria,2025-10-01
1308,8164,176,5,Mundo sombra dados,2025-09-18
1309,2184,3837,4,Mundo historia,2026-02-01
1310,8860,1485,4,Mar vento memoria mundo,2025-10-28
1311,5029,3188,4,Silencio silencio mundo fogo,2026-01-03
1312,6887,3460,3,Vento silencio,2025-07-13
1313,8769,3212,3,Mar fogo sonho tempo,2026-06-11
1314,352,1489,2,Historia vento fogo silencio,2025-10-10
1315,4502,2757,3,Vento fogo vento memoria,2025-10-02
1316,2803,818,4,Tempo sonho silencio cidade,2026-04-21
1317,703,3728,2,Tempo memoria luz leitura,2026-03-22
1318,4783,3523,2,Luz historia,2025-08-01
1319,7791,476,4,Vento sombra sombra,2025-07-22
1320,2874,1739,4,Historia leitura sonho,2026-04-12
1321,7494,373,3,Mar luz,2026-01-26
1322,757,4777,4,Fogo silencio,2025-10-07
1323,6033,101,5,Vento historia vento historia,2026-04-25
1324,1864,2080,1,Cidade historia,2025-07-23
1325,1974,1897,4,Dados mar historia,2025-09-18
1326,7992,1003,3,Silencio historia,2025-10-14
1327,414,42,4,Leitura fogo memoria,2026-04-17
1328,729,4209,4,Tempo tempo memoria,2026-04-18
1329,1262,2788,5,Tempo cidade,2026-04-15
1330,505,2495,4,Mar silencio silencio,2026-01-30
1331,7934,3916,2,Historia silencio historia,2025-06-16
1332,3363,2635,4,Sombra fogo,2025-08-22
1333,3969,4781,2,Tempo dados vento vento,2026-01-29
1334,9974,3777,5,Luz leitura cidade tempo,2025-07-26
1335,744,3398,3,Historia dados cidade leitura,2025-10-03
1336,3783,3095,4,Memoria silencio,2026-04-25
1337,4636,2923,3,Memoria tempo,2025-08-09
1338,330,2289,3,Dados vento,2025-06-24
1339,1917,3319,5,Sonho sonho luz,2026-02-15
1340,6343,1377,3,Leitura tempo tempo dados,2026-02-19
1341,6770,1035,3,Dados memoria vento,2025-09-17
1342,9636,3666,4,Silencio cidade sonho cidade,2025-09-11
1343,1828,4788,4,Leitura cidade memoria dados,2026-01-23
1344,9839,4998,4,Luz silencio,2026-03-06
1345,3475,1010,2,Fogo dados silencio,2025-07-09
1346,54,4192,5,Dados fogo vento memoria,2025-11-16
1347,1144,1583,4,Sombra mundo,2025-09-04
1348,3372,1678,5,Cidade fogo cidade leitura,2025-07-14
1349,1190,569,4,Dados fogo vento silencio,2026-02-21
1350,8579,2000,4,Mar vento luz,2025-07-24
1351,7728,1445,4,Silencio dados,2025-12-21
1352,570,105,4,Historia mundo mundo,2026-06-05
1353,2132,82,2,Luz sonho fogo cidade,2026-06-07
1354,5703,1561,4,Leitura vento vento dados,2026-02-16
1355,9952,853,2,Cidade cidade dados,2025-07-19
1356,4819,4587,2,Memoria mundo sonho leitura,2025-12-10
1357,4419,1324,3,Mar dados,2026-03-05
1358,827,3464,3,Silencio luz,2026-03-26
1359,7278,3733,4,Silencio mundo,2026-03-22
1360,8790,1482,4,Vento historia,2026-04-21
1361,2318,2772,3,Luz leitura,2025-08-20
1362,2321,4931,2,Luz tempo mundo sombra,2025-12-24
1363,2643,4686,4,Luz memoria silencio,2025-10-14
1364,8998,2391,2,Dados silencio fogo,2026-06-13
1365,6202,2660,5,Fogo memoria,2025-11-08
1366,3086,2118,3,Mar leitura historia sonho,2025-10-11
1367,3567,42,4,Leitura mar,2025-08-22
1368,8288,2289,4,Luz vento historia,2026-01-23
1369,5363,1387,5,Memoria cidade fogo mar,2025-10-03
1370,264,2762,4,Sombra historia luz,2026-03-28
1371,2429,4079,5,Silencio tempo dados,2026-04-12
1372,7109,4670,3,Silencio luz leitura,2025-09-07
1373,1047,2231,5,Silencio sombra,2026-01-31
1374,2600,871,1,Memoria sombra historia cidade,2025-11-08
1375,852,2271,3,Memoria dados sonho fogo,2025-08-05
1376,5960,882,5,Sonho sonho mundo,2025-09-19
1377,7607,3982,3,Silencio mundo vento cidade,2025-12-21
1378,1031,4949,3,Leitura mar tempo silencio,2025-12-10
1379,4277,36,2,Mundo silencio,2026-01-14
1380,3576,3378,2,Leitura historia memoria luz,2025-11-24
1381,9011,4750,3,Leitura sombra,2025-10-09
1382,9469,4930,4,Leitura mar cidade fogo,2025-07-25
1383,4440,3007,4,Mar sombra tempo,2026-01-23
1384,2080,115,2,Mar cidade luz,2025-10-19
1385,2727,842,2,Mundo cidade sonho mar,2025-07-06
1386,8103,2446,4,Leitura dados sonho,2026-01-13
1387,107,1717,3,Mundo tempo silencio sonho,2025-06-20
1388,6587,2081,4,Memoria dados mar,2025-11-23
1389,7702,402,3,Memoria cidade mar,2025-09-15
1390,1145,2271,4,Leitura mundo,2026-06-01
1391,618,51,2,Sombra cidade sombra leitura,2025-09-25
1392,7742,108,5,Luz dados,2026-03-06
1393,7641,915,4,Fogo tempo dados,2026-03-28
1394,9611,373,4,Fogo cidade,2026-02-24
1395,8764,1911,5,Memoria silencio,2025-10-21
1396,9452,371,4,Mundo sombra sonho,2026-03-18
1397,3866,2371,4,Leitura historia mar mar,2026-02-12
1398,9228,4771,3,Vento vento sonho vento,2025-10-23
1399,8732,1729,5,Vento fogo cidade,2025-12-30
1400,3054,2527,3,Leitura memoria vento vento,2026-06-12
1401,9162,2295,3,Luz luz,2026-05-24
1402,286,3353,7,Dados vento,2025-07-12
1403,8389,2203,4,Cidade historia dados,2026-03-11
1404,9028,1415,3,Cidade silencio memoria,2025-07-09
1405,6793,447,2,Cidade cidade luz,2025-08-17
1406,160,97,4,Fogo vento luz historia,2025-09-02
1407,8981,743,2,Sombra silencio cidade leitura,2025-09-16
1408,4576,351,4,Historia historia mar,2025-08-10
1409,6465,4795,2,Historia tempo sombra tempo,2025-11-04
1410,700,2595,3,Sonho memoria sombra dados,2025-11-27
1411,4285,428,4,Fogo fogo mar mundo,2026-01-25
1412,7433,4845,3,Luz fogo,2025-12-08
1413,9348,2295,3,Tempo luz,2025-09-14
1414,5213,4076,5,Fogo historia luz tempo,2025-07-15
1415,8274,2434,2,Fogo mar dados sonho,2026-03-09
1416,5284,4916,2,Fogo vento,2025-06-29
1417,2498,3142,4,Tempo leitura mundo,2026-05-20
1418,7469,3138,5,Historia vento leitura,2026-01-26
1419,4241,1310,4,Mundo fogo mar sonho,2026-04-18
1420,1072,155,4,Dados mar sombra memoria,2025-10-14
1421,6964,1102,2,Vento sonho sombra,2026-04-24
1422,9963,2094,4,Mundo silencio leitura,2026-04-03
1423,9634,4737,2,Tempo cidade sonho,2025-09-05
1424,9849,972,4,Mundo mar dados,2025-11-07
1425,5954,3485,3,Sonho dados,2025-08-27
1426,6771,2942,2,Historia silencio sonho leitura,2025-12-10
1427,2972,2825,3,Luz cidade,2025-12-10
1428,8491,2418,2,Historia fogo,2026-05-21
1429,7830,3731,5,Sonho silencio tempo,2025-10-23
1430,8179,4105,3,Sombra mundo cidade sombra,2025-09-11
1431,9022,1449,2,Memoria cidade dados vento,2025-06-28
1432,7139,936,4,Fogo luz silencio,2025-11-15
1433,4711,2810,2,Mar historia,2025-12-30
1434,5141,4950,2,Fogo tempo sombra,2026-02-15
1435,546,2003,5,Cidade tempo,2025-09-14
1436,841,3894,4,Tempo cidade,2026-05-16
1437,1686,4017,5,Luz luz,2025-09-26
1438,1511,1583,3,Dados leitura,2026-03-22
1439,1361,2786,2,Fogo sonho dados,2026-05-03
1440,7335,2080,3,Mar cidade sonho,2026-02-22
1441,6536,4433,4,Sonho sombra vento,2026-03-21
1442,2693,462,2,Cidade mundo cidade,2025-07-08
1443,3714,1242,3,Mar dados,2026-03-26
1444,8788,1301,2,Memoria leitura mar leitura,2025-08-28
1445,2954,4174,5,Vento mar fogo silencio,2025-12-27
1446,1040,227,3,Luz sonho,2026-05-07
1447,6015,3619,3,Sombra leitura,2025-09-21
1448,199,2531,1,Silencio cidade,2025-11-25
1449,6987,3212,3,Historia sombra dados memoria,2025-08-05
1450,6551,1634,4,Mundo tempo leitura,2026-04-23
1451,3537,4056,3,Leitura vento vento,2025-09-27
1452,740,1713,3,Vento memoria historia silencio,2025-09-12
1453,4149,1121,5,Cidade historia leitura,2025-07-18
1454,6856,2307,3,Vento mundo mundo,2025-12-25
1455,3119,4420,1,Dados leitura dados leitura,2025-09-07
1456,3494,4866,4,Silencio fogo,2025-11-29
1457,947,3657,4,Luz mundo,2025-11-02
1458,4894,2718,5,Silencio sombra silencio,2026-05-13
1459,1026,3899,4,Sombra leitura,2025-10-26
1460,2916,1120,3,Historia vento cidade tempo,2025-08-05
1461,8143,1138,4,Sonho cidade dados fogo,2025-07-04
1462,3236,4449,2,Historia cidade,2026-03-29
1463,2793,4036,2,Mar dados vento mundo,2025-07-31
1464,4416,50,5,Silencio fogo,2026-01-27
1465,3958,2495,4,Mar vento,2025-11-08
1466,2584,1055,3,Tempo luz luz silencio,2026-02-25
1467,1291,163,1,Silencio leitura,2025-10-23
1468,2711,920,2,Silencio tempo sonho memoria,2025-09-24
1469,4746,50,4,Sonho fogo vento,2026-05-03
1470,4098,4676,1,Luz tempo,2026-01-01
1471,3506,98,3,Luz historia mar tempo,2025-11-26
1472,9924,3635,3,Luz mundo dados,2025-11-09
1473,9861,2880,4,Historia cidade sombra,2025-12-01
1474,483,3170,2,Cidade cidade mar,2026-05-13
1475,6211,2254,4,Sonho fogo leitura,2026-03-04
1476,584,1443,3,Silencio mundo historia silencio,2026-02-23
1477,55,4003,3,Fogo sonho sombra,2025-10-12
1478,8940,2459,4,Mundo leitura,2025-08-08
1479,4658,3743,4,Mar memoria,2025-11-06
1480,665,1012,2,Sonho vento vento,2025-09-19
1481,8945,4849,3,Fogo sombra luz mundo,2026-05-31
1482,3644,4171,2,Mar silencio mundo mar,2025-09-23
1483,3001,4987,3,Luz tempo mar historia,2025-06-24
